Order ID,Date,Company Name,Category,Product Name,Warehouse Location,Forecast_Demand,Actual_Demand,Stock_On_Hand,Unit_Price,Month,Year,Quarter,Season,Demand_Gap,Forecast_Accuracy_%,Revenue,Holding_Cost,Stock_Status
ORD-10028,2022-01-06,Biba,Sportswear,Sports Bra,Delhi,101,76,453,1033,January,2022,1,Winter,-25,67.10526315789474,78508,70192.34999999999,Overstock
ORD-10029,2022-01-06,Biba,Formal Wear,Pencil Skirt,Bengaluru,202,235,248,1945,January,2022,1,Winter,33,85.95744680851064,457075,72354.0,Balanced
ORD-10030,2022-01-06,Max Fashion,Sportswear,Running Shorts,Delhi,228,247,306,1277,January,2022,1,Winter,19,92.3076923076923,315419,58614.299999999996,Balanced
ORD-10031,2022-01-07,W for Woman,Casual Wear,Polo Shirt,Delhi,225,238,248,1322,January,2022,1,Winter,13,94.53781512605042,314636,49178.4,Balanced
ORD-10032,2022-01-07,Biba,Casual Wear,Joggers,Kolkata,241,296,222,904,January,2022,1,Winter,55,81.41891891891892,267584,30103.199999999997,Stockout Risk
ORD-10033,2022-01-07,Raymond,Formal Wear,Suit,Bengaluru,339,332,417,2391,January,2022,1,Winter,-7,97.89156626506023,793812,149557.05,Balanced
ORD-10034,2022-01-07,Manyavar,Sportswear,Track Suit,Bengaluru,355,301,128,2264,January,2022,1,Winter,-54,82.05980066445183,681464,43468.799999999996,Stockout Risk
ORD-10035,2022-01-07,Pantaloons,Sportswear,Sports Bra,Hyderabad,98,100,533,2425,January,2022,1,Winter,2,98.0,242500,193878.75,Overstock
ORD-10036,2022-01-07,Biba,Sportswear,Yoga Pants,Ahmedabad,336,337,456,2336,January,2022,1,Winter,1,99.70326409495549,787232,159782.4,Balanced
ORD-10037,2022-01-07,Max Fashion,Sportswear,Sports Tee,Bengaluru,308,255,199,2159,January,2022,1,Winter,-53,79.2156862745098,550545,64446.149999999994,Stockout Risk
ORD-10038,2022-01-07,Fabindia,Formal Wear,Trouser,Chennai,314,340,580,5224,January,2022,1,Winter,26,92.3529411764706,1776160,454488.0,Overstock
ORD-10039,2022-01-08,Raymond,Ethnic Wear,Saree,Delhi,346,369,330,2957,January,2022,1,Winter,23,93.76693766937669,1091133,146371.5,Stockout Risk
ORD-10040,2022-01-08,Reliance Trends,Formal Wear,Suit,Delhi,404,499,278,5488,January,2022,1,Winter,95,80.96192384769539,2738512,228849.6,Stockout Risk
ORD-10041,2022-01-08,Myntra,Formal Wear,Pencil Skirt,Bengaluru,350,275,337,2789,January,2022,1,Winter,-75,72.72727272727273,766975,140983.94999999998,Stockout Risk
ORD-10042,2022-01-08,W for Woman,Sportswear,Track Suit,Pune,249,276,543,1925,January,2022,1,Winter,27,90.21739130434783,531300,156791.25,Overstock
ORD-10043,2022-01-09,W for Woman,Formal Wear,Formal Shirt,Mumbai,184,152,574,1958,January,2022,1,Winter,-32,78.94736842105263,297616,168583.8,Overstock
ORD-10044,2022-01-09,Max Fashion,Casual Wear,Polo Shirt,Pune,386,476,69,843,January,2022,1,Winter,90,81.09243697478992,401268,8725.05,Stockout Risk
ORD-10045,2022-01-09,Biba,Formal Wear,Business Dress,Hyderabad,371,425,236,4307,January,2022,1,Winter,54,87.29411764705883,1830475,152467.8,Stockout Risk
ORD-10046,2022-01-09,Reliance Trends,Formal Wear,Pencil Skirt,Delhi,239,195,66,4938,January,2022,1,Winter,-44,77.43589743589743,962910,48886.2,Stockout Risk
ORD-10047,2022-01-09,Fabindia,Western Wear,Jumpsuit,Bengaluru,323,387,89,4281,January,2022,1,Winter,64,83.4625322997416,1656747,57151.35,Stockout Risk
ORD-10048,2022-01-09,Max Fashion,Western Wear,Jumpsuit,Mumbai,300,303,429,4057,January,2022,1,Winter,3,99.00990099009901,1229271,261067.94999999998,Balanced
ORD-10049,2022-01-09,Raymond,Formal Wear,Business Dress,Delhi,338,334,288,5954,January,2022,1,Winter,-4,98.80239520958084,1988636,257212.8,Stockout Risk
ORD-10050,2022-01-10,Myntra,Casual Wear,Polo Shirt,Mumbai,375,379,582,1740,January,2022,1,Winter,4,98.94459102902374,659460,151902.0,Overstock
ORD-10051,2022-01-10,Raymond,Casual Wear,Hoodie,Delhi,159,153,309,1267,January,2022,1,Winter,-6,96.07843137254902,193851,58725.45,Overstock
ORD-10052,2022-01-10,W for Woman,Casual Wear,Hoodie,Pune,362,413,544,1545,January,2022,1,Winter,51,87.65133171912834,638085,126072.0,Overstock
ORD-10053,2022-01-10,Raymond,Casual Wear,Joggers,Pune,150,176,171,731,January,2022,1,Winter,26,85.22727272727272,128656,18750.149999999998,Balanced
ORD-10054,2022-01-10,Raymond,Sportswear,Running Shorts,Mumbai,162,153,55,780,January,2022,1,Winter,-9,94.11764705882354,119340,6435.0,Stockout Risk
ORD-10055,2022-01-10,W for Woman,Ethnic Wear,Lehenga,Kolkata,120,126,443,4082,January,2022,1,Winter,6,95.23809523809524,514332,271248.89999999997,Overstock
ORD-10056,2022-01-10,Biba,Sportswear,Track Suit,Ahmedabad,304,229,580,1656,January,2022,1,Winter,-75,67.24890829694323,379224,144072.0,Overstock
ORD-10057,2022-01-10,Biba,Western Wear,Jumpsuit,Mumbai,264,229,50,1555,January,2022,1,Winter,-35,84.71615720524018,356095,11662.5,Stockout Risk
ORD-10058,2022-01-10,Reliance Trends,Formal Wear,Business Dress,Hyderabad,381,419,142,4351,January,2022,1,Winter,38,90.9307875894988,1823069,92676.3,Stockout Risk
ORD-10059,2022-01-10,Reliance Trends,Casual Wear,Polo Shirt,Hyderabad,312,379,54,1233,January,2022,1,Winter,67,82.32189973614776,467307,9987.3,Stockout Risk
ORD-10060,2022-01-10,Max Fashion,Sportswear,Track Suit,Chennai,254,310,575,2021,January,2022,1,Winter,56,81.93548387096774,626510,174311.25,Overstock
ORD-10061,2022-01-10,Reliance Trends,Formal Wear,Business Dress,Ahmedabad,270,332,519,5448,January,2022,1,Winter,62,81.32530120481928,1808736,424126.8,Overstock
ORD-10062,2022-01-11,Pantaloons,Casual Wear,T-Shirt,Hyderabad,197,226,472,1497,January,2022,1,Winter,29,87.16814159292035,338322,105987.59999999999,Overstock
ORD-10063,2022-01-11,Manyavar,Casual Wear,Polo Shirt,Delhi,284,308,400,765,January,2022,1,Winter,24,92.20779220779221,235620,45900.0,Balanced
ORD-10064,2022-01-12,Reliance Trends,Casual Wear,Polo Shirt,Chennai,173,211,244,808,January,2022,1,Winter,38,81.99052132701422,170488,29572.8,Balanced
ORD-10065,2022-01-12,W for Woman,Western Wear,Trench Coat,Hyderabad,183,213,414,4390,January,2022,1,Winter,30,85.91549295774648,935070,272619.0,Overstock
ORD-10066,2022-01-12,Reliance Trends,Ethnic Wear,Kurta,Mumbai,357,438,543,3840,January,2022,1,Winter,81,81.5068493150685,1681920,312768.0,Overstock
ORD-10067,2022-01-12,Westside,Sportswear,Yoga Pants,Bengaluru,341,303,277,1579,January,2022,1,Winter,-38,87.45874587458746,478437,65607.45,Stockout Risk
ORD-10068,2022-01-12,Max Fashion,Sportswear,Track Suit,Kolkata,281,331,228,1246,January,2022,1,Winter,50,84.89425981873111,412426,42613.2,Stockout Risk
ORD-10069,2022-01-13,W for Woman,Ethnic Wear,Saree,Pune,377,301,420,2927,January,2022,1,Winter,-76,74.75083056478405,881027,184401.0,Balanced
ORD-10070,2022-01-13,Reliance Trends,Casual Wear,Hoodie,Kolkata,267,224,484,1162,January,2022,1,Winter,-43,80.80357142857143,260288,84361.2,Overstock
ORD-10071,2022-01-13,Westside,Formal Wear,Suit,Bengaluru,423,439,284,3431,January,2022,1,Winter,16,96.35535307517084,1506209,146160.6,Stockout Risk
ORD-10072,2022-01-13,W for Woman,Formal Wear,Business Dress,Bengaluru,193,145,481,5735,January,2022,1,Winter,-48,66.89655172413794,831575,413780.25,Overstock
ORD-10073,2022-01-13,Manyavar,Casual Wear,Hoodie,Chennai,367,432,98,734,January,2022,1,Winter,65,84.95370370370371,317088,10789.8,Stockout Risk
ORD-10074,2022-01-13,Fabindia,Casual Wear,Hoodie,Ahmedabad,251,220,418,440,January,2022,1,Winter,-31,85.9090909090909,96800,27588.0,Overstock
ORD-10075,2022-01-13,W for Woman,Casual Wear,Joggers,Bengaluru,225,208,572,1315,January,2022,1,Winter,-17,91.82692307692308,273520,112827.0,Overstock
ORD-10076,2022-01-13,Westside,Sportswear,Yoga Pants,Bengaluru,165,176,395,2338,January,2022,1,Winter,11,93.75,411488,138526.5,Overstock
ORD-10077,2022-01-13,Biba,Ethnic Wear,Saree,Kolkata,196,177,348,2991,January,2022,1,Winter,-19,89.26553672316385,529407,156130.19999999998,Overstock
ORD-10078,2022-01-13,Reliance Trends,Formal Wear,Suit,Ahmedabad,334,393,178,2155,January,2022,1,Winter,59,84.98727735368956,846915,57538.5,Stockout Risk
ORD-10079,2022-01-14,Fabindia,Western Wear,Midi Dress,Delhi,112,136,534,1307,January,2022,1,Winter,24,82.35294117647058,177752,104690.7,Overstock
ORD-10080,2022-01-15,Manyavar,Ethnic Wear,Saree,Bengaluru,123,132,449,3334,January,2022,1,Winter,9,93.18181818181819,440088,224544.9,Overstock
ORD-10081,2022-01-15,Max Fashion,Western Wear,Blazer,Bengaluru,94,72,415,3150,January,2022,1,Winter,-22,69.44444444444444,226800,196087.5,Overstock
ORD-10082,2022-01-15,Biba,Sportswear,Running Shorts,Bengaluru,382,400,495,1065,January,2022,1,Winter,18,95.5,426000,79076.25,Balanced
ORD-10083,2022-01-15,Manyavar,Ethnic Wear,Kurta,Kolkata,291,256,360,886,January,2022,1,Winter,-35,86.328125,226816,47844.0,Balanced
ORD-10084,2022-01-15,Max Fashion,Casual Wear,Hoodie,Mumbai,331,404,538,1281,January,2022,1,Winter,73,81.93069306930693,517524,103376.7,Overstock
ORD-10085,2022-01-15,Max Fashion,Western Wear,Denim Jeans,Kolkata,176,168,497,2223,January,2022,1,Winter,-8,95.23809523809524,373464,165724.65,Overstock
ORD-10086,2022-01-16,Manyavar,Formal Wear,Trouser,Delhi,381,384,328,3702,January,2022,1,Winter,3,99.21875,1421568,182138.4,Stockout Risk
ORD-10087,2022-01-16,Biba,Western Wear,Denim Jeans,Bengaluru,228,183,516,2314,January,2022,1,Winter,-45,75.40983606557377,423462,179103.6,Overstock
ORD-10088,2022-01-16,Biba,Casual Wear,T-Shirt,Mumbai,353,268,154,656,January,2022,1,Winter,-85,68.28358208955224,175808,15153.599999999999,Stockout Risk
ORD-10089,2022-01-16,Fabindia,Ethnic Wear,Salwar Kameez,Bengaluru,87,86,400,4242,January,2022,1,Winter,-1,98.83720930232558,364812,254520.0,Overstock
ORD-10090,2022-01-17,Fabindia,Ethnic Wear,Lehenga,Bengaluru,108,95,451,1384,January,2022,1,Winter,-13,86.3157894736842,131480,93627.59999999999,Overstock
ORD-10091,2022-01-17,Myntra,Casual Wear,Hoodie,Delhi,207,195,503,468,January,2022,1,Winter,-12,93.84615384615384,91260,35310.6,Overstock
ORD-10092,2022-01-17,W for Woman,Ethnic Wear,Sherwani,Ahmedabad,279,304,369,3446,January,2022,1,Winter,25,91.77631578947368,1047584,190736.1,Balanced
ORD-10093,2022-01-17,Fabindia,Sportswear,Sports Bra,Chennai,326,348,253,831,January,2022,1,Winter,22,93.67816091954023,289188,31536.449999999997,Stockout Risk
ORD-10094,2022-01-17,Raymond,Western Wear,Midi Dress,Mumbai,165,189,172,4432,January,2022,1,Winter,24,87.3015873015873,837648,114345.59999999999,Balanced
ORD-10095,2022-01-17,Reliance Trends,Sportswear,Running Shorts,Bengaluru,270,306,304,2155,January,2022,1,Winter,36,88.23529411764706,659430,98268.0,Balanced
ORD-10096,2022-01-17,Raymond,Ethnic Wear,Saree,Bengaluru,354,405,178,4796,January,2022,1,Winter,51,87.4074074074074,1942380,128053.2,Stockout Risk
ORD-10097,2022-01-17,Myntra,Formal Wear,Trouser,Pune,346,302,90,3914,January,2022,1,Winter,-44,85.43046357615894,1182028,52839.0,Stockout Risk
ORD-10098,2022-01-18,Reliance Trends,Formal Wear,Trouser,Bengaluru,431,481,331,2769,January,2022,1,Winter,50,89.60498960498961,1331889,137480.85,Stockout Risk
ORD-10099,2022-01-18,Max Fashion,Casual Wear,Shorts,Kolkata,312,234,568,779,January,2022,1,Winter,-78,66.66666666666667,182286,66370.8,Overstock
ORD-10100,2022-01-18,W for Woman,Casual Wear,Joggers,Kolkata,112,120,446,1799,January,2022,1,Winter,8,93.33333333333333,215880,120353.09999999999,Overstock
ORD-10101,2022-01-18,Reliance Trends,Sportswear,Sports Tee,Chennai,245,233,379,689,January,2022,1,Winter,-12,94.84978540772532,160537,39169.65,Overstock
ORD-10102,2022-01-18,Myntra,Western Wear,Blazer,Hyderabad,134,133,151,3538,January,2022,1,Winter,-1,99.24812030075188,470554,80135.7,Balanced
ORD-10103,2022-01-19,Reliance Trends,Formal Wear,Pencil Skirt,Chennai,127,133,122,5525,January,2022,1,Winter,6,95.48872180451127,734825,101107.5,Stockout Risk
ORD-10104,2022-01-19,Myntra,Ethnic Wear,Kurta,Kolkata,365,409,475,3823,January,2022,1,Winter,44,89.24205378973105,1563607,272388.75,Balanced
ORD-10105,2022-01-20,Manyavar,Ethnic Wear,Saree,Delhi,190,233,149,1629,January,2022,1,Winter,43,81.5450643776824,379557,36408.15,Stockout Risk
ORD-10106,2022-01-20,Max Fashion,Western Wear,Blazer,Hyderabad,371,394,233,4256,January,2022,1,Winter,23,94.16243654822335,1676864,148747.19999999998,Stockout Risk
ORD-10107,2022-01-20,Fabindia,Formal Wear,Business Dress,Bengaluru,217,217,211,4159,January,2022,1,Winter,0,100.0,902503,131632.35,Stockout Risk
ORD-10108,2022-01-20,Pantaloons,Casual Wear,Hoodie,Kolkata,391,340,269,1526,January,2022,1,Winter,-51,85.0,518840,61574.1,Stockout Risk
ORD-10109,2022-01-20,Pantaloons,Formal Wear,Business Dress,Mumbai,135,141,580,3960,January,2022,1,Winter,6,95.74468085106383,558360,344520.0,Overstock
ORD-10110,2022-01-20,Myntra,Western Wear,Trench Coat,Chennai,363,365,208,1354,January,2022,1,Winter,2,99.45205479452055,494210,42244.799999999996,Stockout Risk
ORD-10111,2022-01-20,Raymond,Western Wear,Trench Coat,Hyderabad,199,174,357,3536,January,2022,1,Winter,-25,85.63218390804597,615264,189352.8,Overstock
ORD-10112,2022-01-21,Westside,Ethnic Wear,Lehenga,Bengaluru,329,382,147,3260,January,2022,1,Winter,53,86.12565445026178,1245320,71883.0,Stockout Risk
ORD-10113,2022-01-21,Raymond,Ethnic Wear,Lehenga,Pune,293,356,173,2657,January,2022,1,Winter,63,82.30337078651685,945892,68949.15,Stockout Risk
ORD-10114,2022-01-21,Manyavar,Formal Wear,Formal Shirt,Mumbai,306,252,564,4718,January,2022,1,Winter,-54,78.57142857142857,1188936,399142.8,Overstock
ORD-10115,2022-01-21,Max Fashion,Sportswear,Sports Bra,Delhi,193,186,453,1574,January,2022,1,Winter,-7,96.23655913978494,292764,106953.3,Overstock
ORD-10116,2022-01-21,Max Fashion,Sportswear,Track Suit,Pune,214,169,563,1584,January,2022,1,Winter,-45,73.37278106508876,267696,133768.8,Overstock
ORD-10117,2022-01-21,Westside,Sportswear,Sports Tee,Pune,372,315,586,2190,January,2022,1,Winter,-57,81.9047619047619,689850,192501.0,Overstock
ORD-10118,2022-01-21,Reliance Trends,Formal Wear,Suit,Delhi,178,171,406,1698,January,2022,1,Winter,-7,95.90643274853801,290358,103408.2,Overstock
ORD-10119,2022-01-21,Raymond,Casual Wear,Polo Shirt,Ahmedabad,399,328,95,1165,January,2022,1,Winter,-71,78.35365853658537,382120,16601.25,Stockout Risk
ORD-10120,2022-01-22,Myntra,Ethnic Wear,Saree,Hyderabad,397,481,344,912,January,2022,1,Winter,84,82.53638253638253,438672,47059.2,Stockout Risk
ORD-10121,2022-01-22,Raymond,Formal Wear,Formal Shirt,Hyderabad,413,422,314,1650,January,2022,1,Winter,9,97.86729857819905,696300,77715.0,Stockout Risk
ORD-10122,2022-01-22,Myntra,Sportswear,Sports Bra,Chennai,167,130,255,736,January,2022,1,Winter,-37,71.53846153846155,95680,28152.0,Overstock
ORD-10123,2022-01-22,Raymond,Formal Wear,Suit,Delhi,105,125,445,2315,January,2022,1,Winter,20,84.0,289375,154526.25,Overstock
ORD-10124,2022-01-23,Reliance Trends,Casual Wear,Hoodie,Delhi,175,148,518,906,January,2022,1,Winter,-27,81.75675675675676,134088,70396.2,Overstock
ORD-10125,2022-01-23,Pantaloons,Casual Wear,Hoodie,Bengaluru,89,82,410,1019,January,2022,1,Winter,-7,91.46341463414635,83558,62668.5,Overstock
ORD-10126,2022-01-23,Manyavar,Casual Wear,T-Shirt,Pune,95,116,336,1099,January,2022,1,Winter,21,81.89655172413794,127484,55389.6,Overstock
ORD-10127,2022-01-23,Pantaloons,Western Wear,Denim Jeans,Hyderabad,293,254,206,2479,January,2022,1,Winter,-39,84.64566929133858,629666,76601.09999999999,Stockout Risk
ORD-10128,2022-01-23,W for Woman,Sportswear,Sports Tee,Bengaluru,377,384,257,1480,January,2022,1,Winter,7,98.17708333333333,568320,57054.0,Stockout Risk
ORD-10129,2022-01-24,Biba,Western Wear,Jumpsuit,Kolkata,114,117,171,2500,January,2022,1,Winter,3,97.43589743589743,292500,64125.0,Balanced
ORD-10130,2022-01-24,Pantaloons,Casual Wear,Hoodie,Chennai,306,343,330,784,January,2022,1,Winter,37,89.21282798833819,268912,38808.0,Balanced
ORD-10131,2022-01-24,Reliance Trends,Western Wear,Denim Jeans,Chennai,390,403,286,2145,January,2022,1,Winter,13,96.7741935483871,864435,92020.5,Stockout Risk
ORD-10132,2022-01-25,Max Fashion,Formal Wear,Trouser,Ahmedabad,313,295,535,3353,January,2022,1,Winter,-18,93.89830508474576,989135,269078.25,Overstock
ORD-10133,2022-01-25,Manyavar,Formal Wear,Formal Shirt,Pune,255,317,259,5513,January,2022,1,Winter,62,80.4416403785489,1747621,214180.05,Balanced
ORD-10134,2022-01-26,W for Woman,Casual Wear,Hoodie,Pune,287,326,439,1652,January,2022,1,Winter,39,88.03680981595092,538552,108784.2,Overstock
ORD-10135,2022-01-26,Fabindia,Ethnic Wear,Sherwani,Ahmedabad,313,364,93,2812,January,2022,1,Winter,51,85.98901098901099,1023568,39227.4,Stockout Risk
ORD-10136,2022-01-26,Pantaloons,Ethnic Wear,Sherwani,Mumbai,177,158,457,3294,January,2022,1,Winter,-19,87.9746835443038,520452,225803.69999999998,Overstock
ORD-10137,2022-01-26,Reliance Trends,Formal Wear,Suit,Mumbai,471,462,512,2427,January,2022,1,Winter,-9,98.05194805194805,1121274,186393.6,Balanced
ORD-10138,2022-01-26,Biba,Sportswear,Sports Bra,Pune,291,265,75,2407,January,2022,1,Winter,-26,90.18867924528301,637855,27078.75,Stockout Risk
ORD-10139,2022-01-27,Manyavar,Formal Wear,Formal Shirt,Kolkata,214,173,166,2198,January,2022,1,Winter,-41,76.30057803468208,380254,54730.2,Stockout Risk
ORD-10140,2022-01-27,Reliance Trends,Formal Wear,Pencil Skirt,Bengaluru,345,266,224,2729,January,2022,1,Winter,-79,70.30075187969925,725914,91694.4,Stockout Risk
ORD-10141,2022-01-27,Myntra,Western Wear,Blazer,Pune,237,214,506,3765,January,2022,1,Winter,-23,89.25233644859813,805710,285763.5,Overstock
ORD-10142,2022-01-27,Myntra,Western Wear,Blazer,Chennai,86,84,560,3690,January,2022,1,Winter,-2,97.61904761904762,309960,309960.0,Overstock
ORD-10143,2022-01-27,Westside,Sportswear,Running Shorts,Pune,306,241,56,700,January,2022,1,Winter,-65,73.02904564315352,168700,5880.0,Stockout Risk
ORD-10144,2022-01-27,Myntra,Western Wear,Blazer,Kolkata,98,80,83,2556,January,2022,1,Winter,-18,77.5,204480,31822.199999999997,Stockout Risk
ORD-10145,2022-01-27,Biba,Formal Wear,Trouser,Chennai,508,558,231,4450,January,2022,1,Winter,50,91.0394265232975,2483100,154192.5,Stockout Risk
ORD-10146,2022-01-27,Raymond,Ethnic Wear,Lehenga,Kolkata,274,317,487,1331,January,2022,1,Winter,43,86.43533123028391,421927,97229.55,Overstock
ORD-10147,2022-01-27,Max Fashion,Casual Wear,Shorts,Pune,348,297,264,1570,January,2022,1,Winter,-51,82.82828282828282,466290,62172.0,Stockout Risk
ORD-10148,2022-01-27,Manyavar,Formal Wear,Pencil Skirt,Pune,529,465,412,5566,January,2022,1,Winter,-64,86.23655913978494,2588190,343978.8,Stockout Risk
ORD-10149,2022-01-28,Biba,Formal Wear,Business Dress,Hyderabad,317,238,74,3198,January,2022,1,Winter,-79,66.80672268907563,761124,35497.799999999996,Stockout Risk
ORD-10150,2022-01-28,Pantaloons,Sportswear,Running Shorts,Mumbai,250,231,267,1121,January,2022,1,Winter,-19,91.77489177489177,258951,44896.049999999996,Balanced
ORD-10151,2022-01-28,Manyavar,Ethnic Wear,Lehenga,Kolkata,83,66,391,3596,January,2022,1,Winter,-17,74.24242424242425,237336,210905.4,Overstock
ORD-10152,2022-01-28,Raymond,Western Wear,Blazer,Kolkata,325,392,86,3172,January,2022,1,Winter,67,82.90816326530611,1243424,40918.799999999996,Stockout Risk
ORD-10153,2022-01-28,Westside,Sportswear,Yoga Pants,Pune,108,126,356,1026,January,2022,1,Winter,18,85.71428571428572,129276,54788.4,Overstock
ORD-10154,2022-01-28,Raymond,Sportswear,Yoga Pants,Delhi,156,138,81,2325,January,2022,1,Winter,-18,86.95652173913044,320850,28248.75,Stockout Risk
ORD-10155,2022-01-28,Reliance Trends,Western Wear,Jumpsuit,Pune,175,183,365,4107,January,2022,1,Winter,8,95.62841530054645,751581,224858.25,Overstock
ORD-10156,2022-01-29,W for Woman,Ethnic Wear,Kurta,Kolkata,311,362,359,2570,January,2022,1,Winter,51,85.91160220994475,930340,138394.5,Balanced
ORD-10157,2022-01-29,W for Woman,Casual Wear,T-Shirt,Delhi,307,307,544,789,January,2022,1,Winter,0,100.0,242223,64382.399999999994,Overstock
ORD-10158,2022-01-29,Manyavar,Formal Wear,Pencil Skirt,Kolkata,203,162,578,5263,January,2022,1,Winter,-41,74.69135802469135,852606,456302.1,Overstock
ORD-10159,2022-01-29,Myntra,Sportswear,Track Suit,Chennai,102,111,139,1666,January,2022,1,Winter,9,91.89189189189189,184926,34736.1,Balanced
ORD-10160,2022-01-30,Reliance Trends,Casual Wear,T-Shirt,Chennai,187,170,247,1490,January,2022,1,Winter,-17,90.0,253300,55204.5,Balanced
ORD-10161,2022-01-30,Manyavar,Formal Wear,Formal Shirt,Bengaluru,189,143,576,4369,January,2022,1,Winter,-46,67.83216783216784,624767,377481.6,Overstock
ORD-10162,2022-01-30,Biba,Casual Wear,Shorts,Chennai,373,325,122,1093,January,2022,1,Winter,-48,85.23076923076923,355225,20001.899999999998,Stockout Risk
